Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
United States,USA,Accessed government services/info online in past three months  (% age 15+),con30g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Accessed government services/info online in past three months, men (% age 15+)",con30g.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Accessed government services/info online in past three months, women (% age 15+)",con30g.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Accessed online info to learn/train/educate in past three months  (% age 15+),con30e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Accessed online info to learn/train/educate in past three months, men (% age 15+)",con30e.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Accessed online info to learn/train/educate in past three months, women (% age 15+)",con30e.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Account  (% age 15+),account.t.d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9578658638029,,,93.5838007921263,,,93.1221843138765,,,,94.9532296473716,,,97.0230983290589
United States,USA,"Account, men (% age 15+)",account.t.d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9819404591238,,,92.3612617236252,,,93.5703395175217,,,,93.0887141747744,,,96.9368554605958
United States,USA,"Account, women (% age 15+)",account.t.d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0690581399157,,,94.7977101824712,,,92.6862456595629,,,,96.7918915249746,,,97.1092143262693
United States,USA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43481,,,,,97.63436,96.38975,97.26517,97.50924,97.97434,94.60023,99.64003,95.55776,,,,,,,
United States,USA,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.73112,,,,,97.68334,96.93143,97.00534,97.27516,98.29023,95.00148,99.56904,95.51193,,,,,,,
United States,USA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1522,,,,,97.58749,95.8711,97.51406,97.73349,97.67179,94.21559,99.70812,95.60171,,,,,,,
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,88.011,87.006,80.034,73.273,70.882,71.214,72.406,68.94,66.534,65.81,67,64.488,62.025,59.823,58.38,56.502,54.143,54.158,53.086,54.03,54.872,54.401,54.512,53.269,51.939,51.447,50.52,51.361,54.55,58.839,61.513,61.656,59.872,58.309,56.951,54.794,52.583,50.691,49.861,48.664,47.501,44.958,42.602,40.987,40.173,39.473,40.349,40.808,40.059,38.137,34.856,31.723,29.387,26.528,24.192,22.031,20.08,18.491,17.164,16.202,14.719,13.724,13.628,13.145,
United States,USA,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,23.7,,,,,23.7,,,27.5,,,,,,,,,,,,,,
United States,USA,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,29.2,,,,,,,,,,,,,,
United States,USA,Age dependency ratio (% of working-age population),SP.POP.DPND,66.9354046625049,67.6083747305395,67.5087467326172,67.1817554792835,66.8777012267588,66.5610424794393,65.998528781456,65.1173811063162,64.0797693239846,62.997596875772,61.9946613779738,60.85114524364,59.4065751976991,57.8329917214712,56.2992571440269,54.8818005160446,53.544071606248,52.403894493565,51.5006827178822,50.7891686161789,50.3205679983998,50.0520528903637,49.9439250729823,49.9232284077432,49.8830003733776,49.7654113331786,49.7054297393338,49.8926857604386,50.2833103997195,50.77464898173,51.238482086274,51.6541373756373,51.9977277550372,52.1602619489498,52.1445550097576,51.9691102485906,51.6754019155487,51.2932387708189,50.8653430749568,50.4451370434482,50.0358331385231,49.6385027806598,49.2523674393258,48.87487974038,48.4979199966309,48.0956829396105,47.8032811357291,47.7735820707482,47.9187424830396,48.0979715941135,48.2461171051273,48.5112483606419,48.9935347408379,49.5000916066393,49.9593733626838,50.3802792773562,50.7885326899223,51.2357568878998,51.6943264101797,52.1637515215282,52.58968163788,52.9517089793606,53.377633599054,53.9087996920931,54.4480428025866
United States,USA,"Age population, age 0, female, interpolated",SP.POP.AG00.FE.IN,2087761.5,2096104.5,2073356.5,2026232,1992425,1924244.5,1833822,1775210,1745993.5,1769885.5,1833747.5,1828731.5,1717357,1618156.5,1594294.5,1596112.5,1600870,1645749.5,1690176.5,1730778,1786629.5,1813019,1829614.5,1832484.5,1827099,1845420.5,1858487.5,1870459,1906703.5,1956930.5,2004205,2012202.5,1983465.5,1947182,1913195.5,1883789,1864766,1856347.5,1862591.5,1878106,1904089,1919733.5,1912089.5,1923700.5,1945276,1962442,2002022.5,2045912,2048059,2013295,1963874.5,1928327,1920185.5,1917612.5,1927385,1940133,1933180,1907027.5,1874435,1850759,1806138,1781863.5,1810786.5,1807702.5,1788030.5
United States,USA,"Age population, age 0, male, interpolated",SP.POP.AG00.MA.IN,2176217,2185833.5,2161626,2114710,2079254,2007044.5,1914164.5,1852649,1826191.5,1853965,1922576.5,1917093.5,1798210,1694796,1672743,1676323,1680471,1727035,1773867,1816163.5,1875129.5,1903057,1918829,1922147,1916472.5,1935534,1949535,1960668.5,1998078.5,2050563,2099574,2104404,2075030,2040927.5,2003754,1972216,1951664.5,1941784.5,1948567,1965925.5,1993654.5,2007375,1999378.5,2013965,2037098,2055841.5,2098180.5,2142423.5,2143145.5,2107438,2056446.5,2020184,2010203.5,2007295,2018667.5,2031674,2023487,1995682.5,1960373.5,1934466.5,1889293.5,1865238.5,1896297.5,1893501.5,1874910
United States,USA,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN,2065949,2063147.5,2068421,2044858,1998055,1964506.5,1896563,1807783,1750338.5,1722388,1743957,1801364.5,1793722.5,1683650,1587075,1565735.5,1568980,1575302,1621653.5,1667429,1707340,1763476.5,1791652.5,1807094,1809683,1805358.5,1825707.5,1840605.5,1853064.5,1890453.5,1931103,1979066.5,1997800,1969072.5,1933484,1899897,1870795.5,1852125,1843349.5,1849425.5,1864877.5,1896923.5,1919061.5,1911459.5,1923039,1944600,1961769,2001289,2045198.5,2047441.5,2012881.5,1967527,1935938.5,1927944,1925519.5,1935464,1948820,1942314.5,1915883.5,1883073,1855281,1807480.5,1785664,1816141,1816123.5
United States,USA,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN,2128961,2140218,2145024,2119453,2073069,2037994.5,1965932,1875415,1815605.5,1791064,1815229.5,1878931.5,1874376,1757074.5,1656895,1637934.5,1643268.5,1649290.5,1697627,1746132.5,1787554.5,1846822.5,1876893.5,1891258,1894257,1889827,1911330.5,1927607,1939366,1978208,2018993,2069778.5,2088812.5,2059492.5,2026123,1989395,1958215,1938044.5,1927806.5,1934428.5,1951692,1985979.5,2006719.5,1998740,2013303.5,2036431,2055193,2097499,2141744.5,2142567.5,2107155.5,2061377.5,2030137,2020322,2017616.5,2029214.5,2042997,2035378.5,2007169.5,1971589.5,1940384.5,1891148,1869457,1901617.5,1903213.5
United States,USA,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN,2054192,2059939.5,2056508,2061584.5,2038109,1991404,1957869.5,1890304,1801840.5,1744692,1716350,1731206,1782604,1775503.5,1666881,1571778.5,1551224.5,1555305,1562448.5,1609559,1654945,1695026,1752132,1779655.5,1794946.5,1798117.5,1794911,1816262,1831445.5,1844584.5,1876667.5,1919549.5,1975474,1994210,1965653,1930196,1896720,1867744,1849021,1840224,1846302,1865858.5,1902168.5,1924364.5,1916699.5,1928379.5,1950019.5,1967173,2006854,2050819.5,2053486,2022364,1980018,1948609,1940804.5,1938625.5,1949418.5,1963358.5,1956384.5,1929592.5,1891027.5,1858793,1813221,1792176.5,1824974
United States,USA,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN,2095089.5,2118585,2128535.5,2132898.5,2107398,2061139.5,2025986,1954520,1864544.5,1805318,1779828.5,1798478.5,1858158,1854176.5,1738508,1639980,1621887.5,1628102.5,1635001,1684196.5,1732262,1773760.5,1834039,1863382.5,1877577,1881230,1878046,1900679.5,1917265.5,1929798.5,1962736.5,2006965,2067677,2086726.5,2057475,2024183.5,1987563,1956492,1936339.5,1926108.5,1932739.5,1954173.5,1992728,2013533,2005510.5,2020172,2043409.5,2062200,2104662,2148972.5,2150351,2119304.5,2077338,2046314,2036751.5,2034356.5,2047043.5,2061564.5,2053305.5,2024657.5,1981739,1944887.5,1897713.5,1876187.5,1911857
United States,USA,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN,2029999,2052363,2058101,2054653,2059777.5,2036355.5,1989673.5,1956237,1888771.5,1800371.5,1743284.5,1708820,1717527,1769310.5,1763222.5,1655673.5,1561206,1541282,1545970.5,1553690,1600504.5,1646026,1686820.5,1743445,1770871,1786578,1790568,1788095.5,1809648.5,1825343,1834625,1869329,1919116.5,1975042.5,1993768.5,1965259.5,1929839,1896405.5,1867471,1848762,1839992.5,1849349.5,1872239,1908593.5,1930729.5,1923202.5,1934968.5,1956599.5,1973942,2013665,2058106.5,2064119.5,2035812.5,1993654,1962444,1954884.5,1953613.5,1965021,1978449,1971092.5,1938200,1894950.5,1864954,1820115.5,1800860.5
United States,USA,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN,2047571.5,2090583.5,2113675,2123476,2127840,2102393,2056170,2021215.5,1949947.5,1860228,1800730,1770062,1784001.5,1844033,1841094.5,1726609.5,1628750,1611278,1618112.5,1625607,1674507.5,1722618.5,1764797.5,1824524.5,1853756,1868427,1872920.5,1870517,1893368.5,1910526,1918937.5,1955752.5,2008533.5,2069253,2088173.5,2058941.5,2025672.5,1989055,1958133.5,1938033,1927837.5,1937662.5,1962264.5,2000874.5,2021627,2013746.5,2028517,2051779.5,2070792,2113310.5,2158205,2163813.5,2136371,2094652.5,2063883,2054633,2053401,2066863,2080702.5,2071982,2035591.5,1986705.5,1951905.5,1904865,1886221
United States,USA,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN,2006106,2030868,2053720.5,2059568.5,2056123.5,2061298,2037911,1991176.5,1957715,1890111.5,1802115.5,1739674.5,1699329,1708334.5,1760775.5,1755381.5,1648299.5,1554303.5,1534811,1539888.5,1547429,1594201.5,1640041,1680482.5,1737018.5,1764755,1781058.5,1785563.5,1783235,1805154.5,1818027.5,1830434.5,1871491,1921306.5,1977074.5,1995751.5,1967225.5,1931783.5,1898479.5,1869602,1850940.5,1844536.5,1856223,1879164.5,1915449.5,1937713,1930290.5,1942055.5,1963876,1981264.5,2021486.5,2068979,2077497.5,2049373,2007407,1976452,1969790,1969114,1980022,1993073.5,1979671,1942144,1901229.5,1872058,1828456
United States,USA,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN,2002911.5,2046290.5,2089443,2112560,2122324.5,2126687,2101287,2055097,2020173,1948953.5,1859369,1795600.5,1760575,1774768.5,1835418,1833208.5,1719188.5,1621801,1604752,1611940,1619267.5,1667978.5,1716290,1758094.5,1817748.5,1847310.5,1862547,1867579,1865341,1888582,1902866.5,1915666,1960253.5,2013078,2073515.5,2092366,2063101.5,2029757,1993379,1962567,1942525,1934472,1946315.5,1970986,2009537,2030435.5,2022685,2037469,2060966,2080045.5,2123179,2171947,2180758.5,2153550.5,2112073.5,2081616,2073525.5,2073066.5,2085867,2099242.5,2082867.5,2040580,1993864,1959313.5,1914474
United States,USA,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN,1969289,2008568,2034077.5,2057123,2062963.5,2059575,2064799.5,2041238.5,1994419,1960739.5,1893716.5,1801643.5,1734333,1694182.5,1703564,1756373,1751197.5,1644393.5,1550667,1531389.5,1536381,1543404.5,1589816.5,1635390.5,1675779.5,1732526,1760686,1777385,1781982,1779909.5,1799782.5,1816498,1835207.5,1876318,1925863.5,1981515,2000134.5,1971503,1936254.5,1903062,1874243,1857105.5,1852104,1863849.5,1886718.5,1923119.5,1945496,1938091,1950069.5,1971929,1989867.5,2032657,2082108,2090794,2062846,2021135.5,1991060.5,1984982,1983815,1994350,2001496.5,1983558.5,1948499.5,1908552,1880094.5
United States,USA,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,1989029,2004239.5,2048196.5,2091499,2114545.5,2124297.5,2128714,2103193,2056923.5,2021866.5,1951122.5,1858557.5,1791250,1756363,1770821,1831766.5,1829730,1715956,1618793.5,1601906,1609057,1615657.5,1663753,1711834.5,1753586.5,1813446.5,1843392,1858972.5,1864095,1862125.5,1883520,1902914,1923221.5,1967914,2020321.5,2080577.5,2099320.5,2069908,2036878.5,2000651.5,1969937,1951070,1943970.5,1955892,1980490.5,2019190,2040213,2032477.5,2047543,2071115.5,2090866.5,2137294.5,2188616,2197640,2170655,2129489,2100180,2092848,2091739,2104076,2109944.5,2087801,2047829.5,2001525.5,1968553.5
United States,USA,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Bank or similar financial institution account  (% age 15+),fiaccount.t.d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9578658638029,,,93.5838007921263,,,93.1221843138765,,,,94.9532296473716,,,97.0230983290589
United States,USA,"Bank or similar financial institution account, men (% age 15+)",fiaccount.t.d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9819404591238,,,92.3612617236252,,,93.5703395175217,,,,93.0887141747744,,,96.9368554605958
United States,USA,"Bank or similar financial institution account, women (% age 15+)",fiaccount.t.d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0690581399157,,,94.7977101824712,,,92.6862456595629,,,,96.7918915249746,,,97.1092143262693
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.7,23.3,22.4,21.7,21.1,19.4,18.4,17.8,17.6,17.9,18.4,17.2,15.6,14.8,14.8,14.6,14.6,15.1,15,15.6,15.9,15.8,15.9,15.6,15.6,15.8,15.6,15.7,16,16.4,16.7,16.2,15.8,15.4,15,14.6,14.4,14.2,14.3,14.2,14.4,14.1,14,14.1,14,14,14.3,14.3,14,13.5,13,12.7,12.6,12.4,12.5,12.4,12.2,11.8,11.6,11.4,10.9,11,11,10.7,
United States,USA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99.2,99.2,99.3,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.5,99.3,99.3,99.4,99.4,99.3,99.3,99.3,99.4,99.3,99.3,99.2,98.5,99.1,99.1,99.1,99.1,99,99.1,,,,
United States,USA,Borrowed any money  (% age 15+),borrow.any.t.d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3749831072967,,,77.4319306374963,,,,76.1784850972424,,,
United States,USA,Borrowed any money from a formal bank or similar financial institution or using a mobile money account  (% age 15+),fin22a.22a1.22g.d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5777264591562,,,68.3592693484001,,,,66.2001156887503,,,
United States,USA,"Borrowed any money from a formal bank or similar financial institution or using a mobile money account, men (% age 15+)",fin22a.22a1.22g.d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0870258956963,,,69.819355524045,,,,65.7477756015993,,,
United States,USA,"Borrowed any money from a formal bank or similar financial institution or using a mobile money account, women (% age 15+)",fin22a.22a1.22g.d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0508456259965,,,66.938984595673,,,,66.6461835740424,,,
United States,USA,"Borrowed any money, men (% age 15+)",borrow.any.t.d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0333673650178,,,77.6078284070854,,,,76.0005348303441,,,
United States,USA,"Borrowed any money, women (% age 15+)",borrow.any.t.d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7000698152552,,,77.2608277777109,,,,76.3539678844135,,,
United States,USA,Borrowed for health or medical purposes  (% age 15+),fin22d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86972290538515,,,5.84368832529075,,,,5.75439698612097,,,
United States,USA,"Borrowed for health or medical purposes, men (% age 15+)",fin22d.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Borrowed for health or medical purposes, women (% age 15+)",fin22d.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Borrowed from a formal bank or similar financial institution  (% age 15+),fin22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5777264591562,,,68.3592693484001,,,,66.2001156887503,,,
United States,USA,"Borrowed from a formal bank or similar financial institution, men (% age 15+)",fin22a.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0870258956963,,,69.819355524045,,,,65.7477756015993,,,
United States,USA,"Borrowed from a formal bank or similar financial institution, women (% age 15+)",fin22a.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0508456259965,,,66.938984595673,,,,66.6461835740424,,,
United States,USA,Borrowed from a savings club  (% age 15+),fin22c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
United States,USA,"Borrowed from a savings club, men (% age 15+)",fin22c.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Borrowed from a savings club, women (% age 15+)",fin22c.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Borrowed from family or friends  (% age 15+),fin22b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8120685745536,,,15.2472906284932,,,,18.0847605777466,,,
United States,USA,"Borrowed from family or friends, men (% age 15+)",fin22b.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0488471164282,,,12.463610665461,,,,15.3344092563139,,,
United States,USA,"Borrowed from family or friends, women (% age 15+)",fin22b.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5769614088036,,,17.9550884790003,,,,20.7969751981429,,,
United States,USA,Borrowed to start or operate a business  (% age 15+),fin22e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5351037603367,,,3.67436568896589,,,,,,,
